id_candidato,nombre_candidato,sexo,region,circunscripcion,pacto,subpacto,sigla_partido,partido,gasto_total_declarado,num_transacciones_gasto,estado_cuenta_auditoria,declara_gasto,outlier_gasto_iqr
PAMELA_ISABEL_LARA_ROMERO__ANTOFAGASTA,PAMELA ISABEL LARA ROMERO,M,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,1485076,6,Aprueba con Observaciones,Sí,No
GONZALO_SANTOLAYA_GOICOVIC__ANTOFAGASTA,GONZALO SANTOLAYA GOICOVIC,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,4575106,77,Aprueba con Observaciones,Sí,No
DAGOBERTO_TILLERIA_VELASQUEZ__ANTOFAGASTA,DAGOBERTO TILLERIA VELASQUEZ,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,10775610,40,Aprueba,Sí,No
LUIS_LARREA_ARAYA__ANTOFAGASTA,LUIS LARREA ARAYA,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,0,0,Rechaza,No,No
JOSE_MIGUEL_PINOCHET_ROCO__ANTOFAGASTA,JOSE MIGUEL PINOCHET ROCO,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,0,0,Rechaza,No,No
JUAN_PABLO_RIVERA_ROSALES__ANTOFAGASTA,JUAN PABLO RIVERA ROSALES,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,750000,4,Aprueba,Sí,No
RONY_ACOSTA_YANEZ__ANTOFAGASTA,RONY ACOSTA YAÑEZ,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,0,0,Rechaza,No,No
SINDY_TESSA_GONZALEZ_SALINI__ANTOFAGASTA,SINDY TESSA GONZALEZ SALINI,M,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,EVOPOLI,EVOLUCION POLITICA,3209400,6,Aprueba con Observaciones,Sí,No
ERIK_ELIOT_ESCRICH_CARVAJAL__ANTOFAGASTA,ERIK ELIOT ESCRICH CARVAJAL,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,EVOPOLI,EVOLUCION POLITICA,309400,1,Aprueba,Sí,No
JONATHAN_ALEJANDRO_VERGARA_ARAYA__ANTOFAGASTA,JONATHAN ALEJANDRO VERGARA ARAYA,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,EVOPOLI,EVOLUCION POLITICA,309400,1,Aprueba con Observaciones,Sí,No
PAULO_JAVIER_VILLEGAS_DIAZ__ANTOFAGASTA,PAULO JAVIER VILLEGAS DIAZ,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,EVOPOLI,EVOLUCION POLITICA,1109400,3,Aprueba,Sí,No
VALENTINA_PAZ_FERNANDEZ_MACCHIAVELLO__ANTOFAGASTA,VALENTINA PAZ FERNANDEZ MACCHIAVELLO,M,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,5100090,9,Aprueba con Observaciones,Sí,No
DANILO_FERNANDO_ORELLANA_SUAREZ__ANTOFAGASTA,DANILO FERNANDO ORELLANA SUAREZ,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,814270,4,Rechaza,Sí,No
MAURICIO_HERNAN_ZEPEDA_ZEPEDA__ANTOFAGASTA,MAURICIO HERNAN ZEPEDA ZEPEDA,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,1184207,4,Aprueba con Observaciones,Sí,No
YASNA_CELIA_MENESES_GONZALEZ__ANTOFAGASTA,YASNA CELIA MENESES GONZALEZ,M,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,1082900,1,Aprueba,Sí,No
ALEJANDRO_RODRIGO_CIFUENTES_MANCILLA__ANTOFAGASTA,ALEJANDRO RODRIGO CIFUENTES MANCILLA,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,1907250,3,Aprueba,Sí,No
JUAN_ALBERTO_SANTIS_CONTRERAS__ANTOFAGASTA,JUAN ALBERTO SANTIS CONTRERAS,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,2591299,6,Aprueba con Observaciones,Sí,No
PATRICIO_MANUEL_MALDONADO_LAVADO__ANTOFAGASTA,PATRICIO MANUEL MALDONADO LAVADO,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,6747980,4,Rechaza,Sí,No
RUBEN_FERNANDO_COLQUE_CONDORI__ANTOFAGASTA,RUBEN FERNANDO COLQUE CONDORI,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,500000,5,Aprueba,Sí,No
EDGARDO_RONNY_ARIAS_MONTENEGRO__ANTOFAGASTA,EDGARDO RONNY ARIAS MONTENEGRO,H,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,REPUBLICANOS E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,1286540,5,Aprueba con Observaciones,Sí,No
PABLO_ONELL_ARACENA__EL_LOA,PABLO ONELL ARACENA,H,REGIÓN DE ANTOFAGASTA,EL LOA,TODAS Y TODOS POR CHILE,ACCION HUMANISTA E INDEPENDIENTES,AH,PARTIDO ACCIÓN HUMANISTA,1490891,9,Aprueba con Observaciones,Sí,No
ALEXANDER_WEISHAUPT_ORTEGA__EL_LOA,ALEXANDER WEISHAUPT ORTEGA,H,REGIÓN DE ANTOFAGASTA,EL LOA,TODAS Y TODOS POR CHILE,ACCION HUMANISTA E INDEPENDIENTES,IND,INDEPENDIENTES,694655,4,Aprueba con Observaciones,Sí,No
ELIZABETH_PILAR_BRUNA_ZEPEDA__EL_LOA,ELIZABETH PILAR BRUNA ZEPEDA,M,REGIÓN DE ANTOFAGASTA,EL LOA,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,1226654,9,Aprueba con Observaciones,Sí,No
JOSE_CRISTIAN_MARDONES_GALLARDO__EL_LOA,JOSE CRISTIAN MARDONES GALLARDO,H,REGIÓN DE ANTOFAGASTA,EL LOA,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,4200000,13,Aprueba con Observaciones,Sí,No
ANITA_MARIA_MILLA_BARRIOS__EL_LOA,ANITA MARIA MILLA BARRIOS,M,REGIÓN DE ANTOFAGASTA,EL LOA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,PSC,PARTIDO SOCIAL CRISTIANO,190400,1,Aprueba,Sí,No
DAVID_ANDRES_ARAYA_BUGUENO__EL_LOA,DAVID ANDRES ARAYA BUGUEÑO,H,REGIÓN DE ANTOFAGASTA,EL LOA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,PSC,PARTIDO SOCIAL CRISTIANO,0,0,Rechaza,No,No
JOSE_GALLEGOS_SEGURA__EL_LOA,JOSE GALLEGOS SEGURA,H,REGIÓN DE ANTOFAGASTA,EL LOA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,3741175,21,Aprueba,Sí,No
FERNANDO_AURELIO_PIZARRO_AGURTO__EL_LOA,FERNANDO AURELIO PIZARRO AGURTO,H,REGIÓN DE ANTOFAGASTA,EL LOA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,3832673,28,Aprueba con Observaciones,Sí,No
HOLANS_ANDRES_CALDERON_VARGAS__EL_LOA,HOLANS ANDRES CALDERON VARGAS,H,REGIÓN DE ANTOFAGASTA,EL LOA,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,546964,4,Aprueba con Observaciones,Sí,No
CECILIA_ANDREA_VILLANSEN_MONCADA__EL_LOA,CECILIA ANDREA VILLANSEN MONCADA,M,REGIÓN DE ANTOFAGASTA,EL LOA,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,1502800,5,Aprueba con Observaciones,Sí,No
MARIA_ANGELICA_YANEZ_ESCOBAR__EL_LOA,MARIA ANGELICA YAÑEZ ESCOBAR,M,REGIÓN DE ANTOFAGASTA,EL LOA,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,1530677,11,Aprueba con Observaciones,Sí,No
DINKA_SOLANGE_LOPEZ_DURAN__EL_LOA,DINKA SOLANGE LOPEZ DURAN,M,REGIÓN DE ANTOFAGASTA,EL LOA,REGIONES VERDES LIBERALES,No aplica,FREVS,FEDERACION REGIONALISTA VERDE SOCIAL,4262449,22,Rechaza,Sí,No
ALEJANDRO_ORLANDO_QUEZADA_BARAHONA__EL_LOA,ALEJANDRO ORLANDO QUEZADA BARAHONA,H,REGIÓN DE ANTOFAGASTA,EL LOA,REGIONES VERDES LIBERALES,No aplica,FREVS,FEDERACION REGIONALISTA VERDE SOCIAL,1145122,9,Aprueba con Observaciones,Sí,No
GLADYS_LUZ_MORENO_MORENO__EL_LOA,GLADYS LUZ MORENO MORENO,M,REGIÓN DE ANTOFAGASTA,EL LOA,REGIONES VERDES LIBERALES,No aplica,FREVS,FEDERACION REGIONALISTA VERDE SOCIAL,902415,10,Aprueba con Observaciones,Sí,No
LUIS_PAYERO_CRUZ__EL_LOA,LUIS PAYERO CRUZ,H,REGIÓN DE ANTOFAGASTA,EL LOA,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,PS,PARTIDO SOCIALISTA DE CHILE,3546028,10,Aprueba con Observaciones,Sí,No
YURI_CHAVEZ_GARCES__EL_LOA,YURI CHAVEZ GARCES,H,REGIÓN DE ANTOFAGASTA,EL LOA,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,PS,PARTIDO SOCIALISTA DE CHILE,2075864,14,Aprueba,Sí,No
DAISY_MAGALY_BARRAZA_ARAYA__EL_LOA,DAISY MAGALY BARRAZA ARAYA,M,REGIÓN DE ANTOFAGASTA,EL LOA,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,IND,INDEPENDIENTES,2694625,11,Aprueba,Sí,No
FREDDY_NICOLAS_VINALES_VINALES__EL_LOA,FREDDY NICOLAS VIÑALES VIÑALES,H,REGIÓN DE ANTOFAGASTA,EL LOA,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,PPD,PARTIDO POR LA DEMOCRACIA,0,0,Rechaza,No,No
JAVIER_IGNACIO_ESCUDERO_PASTEN__EL_LOA,JAVIER IGNACIO ESCUDERO PASTEN,H,REGIÓN DE ANTOFAGASTA,EL LOA,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,PPD,PARTIDO POR LA DEMOCRACIA,532000,2,Aprueba,Sí,No
JORGE_EDUARDO_BERNA_MENDOZA__EL_LOA,JORGE EDUARDO BERNA MENDOZA,H,REGIÓN DE ANTOFAGASTA,EL LOA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,8131436,34,Aprueba,Sí,No
ELIANA_DEL_ROSARIO_ARAYA_IBACACHE__EL_LOA,ELIANA DEL ROSARIO ARAYA IBACACHE,M,REGIÓN DE ANTOFAGASTA,EL LOA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,2511660,23,Aprueba con Observaciones,Sí,No
JUAN_PABLO_AMALIO_CABRERA_LOPEZ__EL_LOA,JUAN PABLO AMALIO CABRERA LOPEZ,H,REGIÓN DE ANTOFAGASTA,EL LOA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,811650,10,Aprueba con Observaciones,Sí,No
BARBARA_CORTES_RIOS__EL_LOA,BARBARA CORTES RIOS,M,REGIÓN DE ANTOFAGASTA,EL LOA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,0,0,Aprueba,No,No
DIEGO_FERNANDO_HERRERA_DEBIA__EL_LOA,DIEGO FERNANDO HERRERA DEBIA,H,REGIÓN DE ANTOFAGASTA,EL LOA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,0,0,Rechaza,No,No
SANDRA_BERNA_MARTINEZ__EL_LOA,SANDRA BERNA MARTINEZ,M,REGIÓN DE ANTOFAGASTA,EL LOA,POR UN CHILE MEJOR,No aplica,PDC,PARTIDO DEMOCRATA CRISTIANO,3015397,38,Aprueba,Sí,No
ARTURO_ROSAMEL_MOLINA_HENRIQUEZ__EL_LOA,ARTURO ROSAMEL MOLINA HENRIQUEZ,H,REGIÓN DE ANTOFAGASTA,EL LOA,POR UN CHILE MEJOR,No aplica,PDC,PARTIDO DEMOCRATA CRISTIANO,1153000,9,Aprueba,Sí,No
RODRIGO_ALEJANDRO_BARRERA_CORTES__EL_LOA,RODRIGO ALEJANDRO BARRERA CORTES,H,REGIÓN DE ANTOFAGASTA,EL LOA,POR UN CHILE MEJOR,No aplica,PDC,PARTIDO DEMOCRATA CRISTIANO,1200000,6,Aprueba,Sí,No
ERNESTO_IVAN_GALLEGUILLOS_MOREL__EL_LOA,ERNESTO IVAN GALLEGUILLOS MOREL,H,REGIÓN DE ANTOFAGASTA,EL LOA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,1300000,14,Aprueba con Observaciones,Sí,No
MARCELA_ALEJANDRA_CARRILLO_VARGAS__EL_LOA,MARCELA ALEJANDRA CARRILLO VARGAS,M,REGIÓN DE ANTOFAGASTA,EL LOA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,DEMOCRATAS,PARTIDO DEMOCRATAS CHILE,369000,2,Aprueba,Sí,No
RODRIGO_HERNAN_ASTORGA_TAPIA__EL_LOA,RODRIGO HERNAN ASTORGA TAPIA,H,REGIÓN DE ANTOFAGASTA,EL LOA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,DEMOCRATAS,PARTIDO DEMOCRATAS CHILE,10439920,7,Aprueba con Observaciones,Sí,No
CECILIA_ANDREA_MARANON_PASTEN__EL_LOA,CECILIA ANDREA MARAÑON PASTEN,M,REGIÓN DE ANTOFAGASTA,EL LOA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,DEMOCRATAS,PARTIDO DEMOCRATAS CHILE,620000,2,Aprueba con Observaciones,Sí,No
NATALIA_LUZ_LATORRE_CRUZ__EL_LOA,NATALIA LUZ LATORRE CRUZ,M,REGIÓN DE ANTOFAGASTA,EL LOA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,DEMOCRATAS,PARTIDO DEMOCRATAS CHILE,50000,1,Aprueba,Sí,No
LEDY_ANA_OSANDON_FERRER__EL_LOA,LEDY ANA OSANDON FERRER,M,REGIÓN DE ANTOFAGASTA,EL LOA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,139566,1,Aprueba con Observaciones,Sí,No
LUIS_GARRIDO_AMPUERO__EL_LOA,LUIS GARRIDO AMPUERO,H,REGIÓN DE ANTOFAGASTA,EL LOA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,6144669,27,Rechaza,Sí,No
NALTO_ESPINOZA_HURTADO__EL_LOA,NALTO ESPINOZA HURTADO,H,REGIÓN DE ANTOFAGASTA,EL LOA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,500000,20,Rechaza,Sí,No
JENIFER_VEGA_ROJAS__EL_LOA,JENIFER VEGA ROJAS,M,REGIÓN DE ANTOFAGASTA,EL LOA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,500000,4,Aprueba con Observaciones,Sí,No
MONICA_MUNOZ_NAVARRO__EL_LOA,MONICA MUÑOZ NAVARRO,M,REGIÓN DE ANTOFAGASTA,EL LOA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,EVOPOLI,EVOLUCION POLITICA,1261599,9,Aprueba,Sí,No
TAMARA_AGUAYO_RIVERA__EL_LOA,TAMARA AGUAYO RIVERA,M,REGIÓN DE ANTOFAGASTA,EL LOA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,EVOPOLI,EVOLUCION POLITICA,3535997,11,Aprueba,Sí,No
NELSON_EDUARDO_VELASQUEZ_RAMOS__EL_LOA,NELSON EDUARDO VELASQUEZ RAMOS,H,REGIÓN DE ANTOFAGASTA,EL LOA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,EVOPOLI,EVOLUCION POLITICA,648550,2,Aprueba con Observaciones,Sí,No
MIRIAN_NOLBERTA_YUFLA_CRUZ__EL_LOA,MIRIAN NOLBERTA YUFLA CRUZ,M,REGIÓN DE ANTOFAGASTA,EL LOA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,0,0,Aprueba,No,No
JORGE_MANUEL_ZAMBRA_GONZALEZ__EL_LOA,JORGE MANUEL ZAMBRA GONZALEZ,H,REGIÓN DE ANTOFAGASTA,EL LOA,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,6403074,22,Aprueba con Observaciones,Sí,No
EMILIO_NIKITAS_MAVRAKIS_ASSAD__EL_LOA,EMILIO NIKITAS MAVRAKIS ASSAD,H,REGIÓN DE ANTOFAGASTA,EL LOA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,842524,13,Aprueba con Observaciones,Sí,No
SERGIO_FERNANDO_CARVAJAL_SALAS__TOCOPILLA,SERGIO FERNANDO CARVAJAL SALAS,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,IND,INDEPENDIENTES,3381051,18,Aprueba,Sí,No
ESTEFANIA_TAPIA_VILCHES__TOCOPILLA,ESTEFANIA TAPIA VILCHES,M,REGIÓN DE ANTOFAGASTA,TOCOPILLA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,2378045,13,Aprueba con Observaciones,Sí,No
MARITZA_ORELLANA_DINAMARCA__TOCOPILLA,MARITZA ORELLANA DINAMARCA,M,REGIÓN DE ANTOFAGASTA,TOCOPILLA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1550159,5,Aprueba con Observaciones,Sí,No
ROSSANA_IVONNE_MONTERO_MORALES__TOCOPILLA,ROSSANA IVONNE MONTERO MORALES,M,REGIÓN DE ANTOFAGASTA,TOCOPILLA,REGIONES VERDES LIBERALES,No aplica,FREVS,FEDERACION REGIONALISTA VERDE SOCIAL,1365821,9,Aprueba,Sí,No
HUMBERTO_PABLO_FUENTES_LAGOS__TOCOPILLA,HUMBERTO PABLO FUENTES LAGOS,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,REGIONES VERDES LIBERALES,No aplica,IND,INDEPENDIENTES,3910000,7,Aprueba con Observaciones,Sí,No
GUSTAVO_HECTOR_CARRASCO_ORTIZ__TOCOPILLA,GUSTAVO HECTOR CARRASCO ORTIZ,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,IND,INDEPENDIENTES,3285646,13,Aprueba con Observaciones,Sí,No
MANUEL_ISMAEL_ARAYA_NEIRA__TOCOPILLA,MANUEL ISMAEL ARAYA NEIRA,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,IND,INDEPENDIENTES,430900,2,Aprueba,Sí,No
JUAN_ENRIQUE_ARRIAZA_GAJARDO__TOCOPILLA,JUAN ENRIQUE ARRIAZA GAJARDO,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,IND,INDEPENDIENTES,1006885,23,Rechaza,Sí,No
PATRICIO_TAPIA_JULIO__TOCOPILLA,PATRICIO TAPIA JULIO,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,1520000,12,Aprueba,Sí,No
CELSIO_ANTONIO_NAVARRO_TAPIA__TOCOPILLA,CELSIO ANTONIO NAVARRO TAPIA,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,1052012,17,Aprueba con Observaciones,Sí,No
JORGE_ALEJANDRO_ROMERO_HERRERA__TOCOPILLA,JORGE ALEJANDRO ROMERO HERRERA,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,1803792,14,Aprueba con Observaciones,Sí,No
DOMINGO_ANTONIO_OLIVARES_ZULETA__TOCOPILLA,DOMINGO ANTONIO OLIVARES ZULETA,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,601666,11,Aprueba,Sí,No
NAYARETH_ORNELLA_VARELA_SALAS__TOCOPILLA,NAYARETH ORNELLA VARELA SALAS,M,REGIÓN DE ANTOFAGASTA,TOCOPILLA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,560356,6,Aprueba,Sí,No
JOSE_MIGUEL_NADAL_CERDA__TOCOPILLA,JOSE MIGUEL NADAL CERDA,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,90000,2,Rechaza,Sí,No
EDWARD_LARROZA_HERNANDEZ__TOCOPILLA,EDWARD LARROZA HERNANDEZ,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,294774,2,Rechaza,Sí,No
JUAN_CACERES_BROCKWAY__TOCOPILLA,JUAN CACERES BROCKWAY,H,REGIÓN DE ANTOFAGASTA,TOCOPILLA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,0,0,Rechaza,No,No
VANESSA_ALFARO_NEUENSCHWANDER__TOCOPILLA,VANESSA ALFARO NEUENSCHWANDER,M,REGIÓN DE ANTOFAGASTA,TOCOPILLA,CANDIDATURA INDEPENDIENTE,No aplica,IND,INDEPENDIENTES,1462164,7,Aprueba con Observaciones,Sí,No
VICTOR_DAVID_LEON_VEGA__CHANARAL,VICTOR DAVID LEON VEGA,H,REGIÓN DE ATACAMA,CHAÑARAL,IZQUIERDA ECOLOGISTA POPULAR,No aplica,IND,INDEPENDIENTES,0,0,Aprueba,No,No
PEDRO_FRANCISCO_NARANJO_DURAN__CHANARAL,PEDRO FRANCISCO NARANJO DURAN,H,REGIÓN DE ATACAMA,CHAÑARAL,IZQUIERDA ECOLOGISTA POPULAR,No aplica,IND,INDEPENDIENTES,330142,2,Aprueba,Sí,No
LUIS_FELIPE_RODRIGO_GARRIDO_GARRIDO__CHANARAL,LUIS FELIPE RODRIGO GARRIDO GARRIDO,H,REGIÓN DE ATACAMA,CHAÑARAL,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,632000,9,Aprueba,Sí,No
MANUEL_HUGO_REYES_CUELLO__CHANARAL,MANUEL HUGO REYES CUELLO,H,REGIÓN DE ATACAMA,CHAÑARAL,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,1193700,7,Aprueba con Observaciones,Sí,No
CLAUDIA_CECILIA_LOPEZ_GALLEGUILLOS__CHANARAL,CLAUDIA CECILIA LOPEZ GALLEGUILLOS,M,REGIÓN DE ATACAMA,CHAÑARAL,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1100000,12,Aprueba,Sí,No
FREDDY_RUBINA_ARACENA__CHANARAL,FREDDY RUBINA ARACENA,H,REGIÓN DE ATACAMA,CHAÑARAL,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,1277003,24,Aprueba con Observaciones,Sí,No
WALTER_ALBERTO_ARAYA_BUGUENO__CHANARAL,WALTER ALBERTO ARAYA BUGUEÑO,H,REGIÓN DE ATACAMA,CHAÑARAL,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,0,0,Aprueba,No,No
RUTH_DEBORA_CARRIZO_PENA__CHANARAL,RUTH DEBORA CARRIZO PEÑA,M,REGIÓN DE ATACAMA,CHAÑARAL,REGIONES VERDES LIBERALES,No aplica,IND,INDEPENDIENTES,1019684,6,Aprueba,Sí,No
IRENE_ISABEL_DE_LOURDES_CORTES_PIZARRO__CHANARAL,IRENE ISABEL DE LOURDES CORTES PIZARRO,M,REGIÓN DE ATACAMA,CHAÑARAL,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,PPD,PARTIDO POR LA DEMOCRACIA,318899,7,Aprueba con Observaciones,Sí,No
HECTOR_ALEJANDRO_ZAMORA_GARCIA__CHANARAL,HECTOR ALEJANDRO ZAMORA GARCIA,H,REGIÓN DE ATACAMA,CHAÑARAL,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,IND,INDEPENDIENTES,2005117,9,Aprueba con Observaciones,Sí,No
ALEJANDRO_ENRIQUE_RUBINA_NAVEA__CHANARAL,ALEJANDRO ENRIQUE RUBINA NAVEA,H,REGIÓN DE ATACAMA,CHAÑARAL,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,1510369,3,Rechaza,Sí,No
NILSA_ELCIRA_GUZMAN_PALMA__CHANARAL,NILSA ELCIRA GUZMAN PALMA,M,REGIÓN DE ATACAMA,CHAÑARAL,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,2109840,5,Rechaza,Sí,No
